"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
1715,"Ridgeciano Haps",3,3,74,77,69,69,72,76,75,73,74,72,68,60,66,47,55,67,54,49
1716,"Garry Mendes Rodrigues",3,3,73,77,50,44,40,70,75,73,44,70,72,65,71,66,69,72,61,72
1717,"José Rodríguez",3,2,78,76,70,68,72,70,75,65,73,73,80,75,68,63,65,63,58,54
1718,"Dimitrios Siovas",3,2,66,62,77,70,78,76,66,40,79,30,68,70,66,23,37,56,28,55
1719,"José Juan Vázquez",3,2,73,60,72,69,69,75,73,65,83,55,79,68,70,40,67,60,62,48
1720,"Derlis González",3,3,73,80,34,33,51,51,71,74,34,67,70,69,70,68,66,69,33,60
1721,"Gerso",3,3,74,78,17,17,18,32,81,73,18,65,67,53,70,66,65,65,41,71
1722,"Nathan Aké",3,2,69,63,73,74,77,64,73,44,76,64,75,72,63,41,56,63,59,52
1723,"Isaac Becerra",2,1,19,13,13,19,21,23,73,17,27,19,39,36,23,13,12,25,20,16
1724,"Giancarlo González",3,2,66,53,76,76,78,79,73,37,77,33,67,67,68,40,41,45,22,38
1725,"Oumar Niasse",3,2,73,73,20,24,23,56,70,74,35,56,64,35,76,75,71,63,39,74
1726,"Petros Mantalos",4,3,78,77,49,38,48,63,65,73,50,63,77,75,74,68,72,68,71,67
1727,"Vitinho",4,5,79,83,18,23,30,39,70,80,35,66,74,59,79,77,79,66,52,73
1728,"Albentosa",3,2,55,32,75,64,80,84,71,30,74,41,64,63,54,51,31,32,45,66
1729,"Mike van der Hoorn",3,2,54,45,75,70,79,64,62,40,70,36,57,62,73,42,31,33,31,26
1730,"Insua",3,2,63,44,78,76,77,70,67,41,72,37,73,62,43,36,29,42,23,34
1731,"Eduardo Vargas",4,4,78,81,23,36,36,60,77,76,25,69,72,64,77,75,73,72,68,81
1732,"Will Hughes",3,3,78,77,67,67,68,67,75,68,62,64,77,73,58,61,56,56,48,46
1733,"Bogdan Butko",3,2,70,68,78,77,72,67,76,62,75,74,71,63,66,34,60,61,29,45
1734,"Sergiy Kryvtsov",3,2,53,42,75,74,76,73,72,55,73,37,67,64,65,38,42,28,29,24
1735,"Luka Milivojevic",2,3,72,63,75,68,71,85,71,64,69,60,75,76,75,54,72,62,75,42
1736,"Willard Katsande",3,2,69,71,80,77,75,89,69,59,74,55,73,70,67,59,61,51,62,68
1737,"Yvon Mvogo",3,1,24,18,11,12,18,30,71,13,13,13,25,22,22,10,14,14,20,19
1738,"Calum Chambers",3,2,73,68,75,77,79,83,66,54,72,70,73,65,52,47,56,59,49,49
1739,"Stefanos Kapino",2,1,29,14,20,14,11,23,74,3,14,12,26,27,20,13,19,14,18,19
1740,"Marko Livaja",5,3,74,71,18,16,22,88,75,74,25,46,69,39,80,76,62,59,46,67
1741,"Dwight Gayle",4,3,71,69,12,13,21,46,74,78,35,59,62,52,73,79,72,50,75,68
1742,"Christian Atsu",3,3,76,79,29,35,37,49,73,73,35,67,75,65,72,65,66,70,44,58
1743,"Valeri Qazaishvili",5,4,80,78,38,30,30,41,66,66,34,64,79,62,75,70,81,79,66,63
1744,"Soualiho Meïté",3,2,73,71,68,68,75,76,71,66,74,67,74,76,78,38,72,43,48,37
1745,"Ilori",3,2,67,52,78,76,79,61,73,32,78,35,59,63,43,39,34,31,33,28
1746,"Iván Piris",3,2,69,66,76,76,78,74,78,48,77,68,65,66,64,40,51,65,45,40
1747,"Abdoulaye Ba",2,2,53,35,76,68,76,81,66,25,77,35,58,41,58,22,50,36,59,30
1748,"Lorenzo Melgarejo",3,3,75,76,60,66,61,71,75,73,63,70,67,61,75,76,66,74,42,61
1749,"Víctor Ibarbo",3,3,76,78,25,38,41,66,72,76,35,65,68,51,81,64,70,72,64,70
1750,"Benjamin van Leer",2,1,23,11,14,11,15,41,74,18,13,12,34,35,25,12,19,9,12,14
1751,"Jürgen Locadia",4,2,73,71,30,31,34,52,72,76,37,60,75,69,83,74,75,52,54,67
1752,"Yassin Ayoub",3,3,78,75,50,74,71,74,74,69,65,83,74,70,73,65,73,72,69,66
1753,"Edenílson",3,3,76,78,68,69,65,64,70,68,58,76,73,70,69,58,66,65,62,58
1754,"Viktor Fischer",4,3,80,78,30,20,36,60,74,74,39,65,74,70,76,72,70,69,66,74
1755,"Pozuelo",4,3,79,77,47,40,52,52,74,74,62,64,82,66,64,64,71,75,72,62
1756,"Adrien Trebel",2,3,74,76,57,64,68,74,75,68,71,66,75,74,77,54,72,69,64,68
1757,"Welthon",3,4,74,77,21,19,21,68,75,75,26,57,64,50,75,76,63,81,79,72
1758,"Mauro",3,2,72,66,73,72,76,82,73,56,74,65,75,80,58,39,52,64,49,49
1759,"Ogenyi Onazi",3,3,76,72,65,73,77,69,71,68,76,67,76,76,78,51,77,75,60,68
1760,"Rodrigo Mora",4,4,75,73,20,20,24,76,75,77,26,64,68,66,75,77,72,75,76,81
1761,"Gregoire Defrel",3,3,81,82,18,18,15,49,71,76,37,65,67,60,73,77,71,63,64,71
1762,"Federico Viviani",4,3,78,76,62,64,68,60,70,60,70,72,78,76,76,58,78,74,74,62
1763,"Jérôme Roussillon",3,2,74,73,69,73,71,75,70,67,76,72,74,69,69,59,65,73,56,57
1764,"Jota Peleteiro",3,3,81,77,14,16,26,49,67,68,29,75,79,75,68,72,69,74,69,43
1765,"David Juncà",3,2,71,64,71,76,69,75,67,55,74,77,66,61,61,35,46,69,58,43
1766,"Bobby Wood",3,3,70,75,15,13,20,60,70,71,40,64,66,62,72,79,64,67,62,68
1767,"Diego Demme",4,2,73,71,63,66,72,80,75,67,77,65,75,72,64,21,36,62,62,48
1768,"Jasmin Kurtic",3,3,75,69,68,72,76,78,74,68,75,67,77,75,82,50,77,68,70,66
1769,"Siniša Andelkovic",2,2,56,46,76,75,77,75,73,27,77,41,56,51,65,25,58,39,31,37
1770,"Dmitriy Poloz",3,3,76,75,15,20,13,63,73,73,32,72,74,69,72,77,73,69,68,69
1771,"Ryder",3,3,80,80,20,26,28,56,72,78,26,62,70,51,70,71,66,68,64,68
1772,"Ravel Morrison",4,4,79,81,35,43,55,63,66,68,35,68,78,74,67,66,67,62,61,65
1773,"Gaëtan Bussmann",2,2,66,61,74,78,79,76,74,51,77,69,62,61,76,54,62,51,56,41
1774,"André Martins",3,3,81,81,50,47,60,57,77,74,63,66,77,72,65,65,64,75,73,63
1775,"Bogdan Stancu",4,3,75,73,23,30,45,61,72,76,22,62,70,67,76,75,71,58,61,71
1776,"Tolga Cigerci",4,3,75,71,69,65,71,72,67,66,74,68,77,76,75,56,61,75,62,64
1777,"Juan Jesus",2,2,57,60,76,78,80,85,74,38,78,66,58,56,62,20,35,48,36,17
1778,"Carles Planas",3,2,72,63,74,73,68,73,74,57,75,77,70,58,49,32,37,59,50,23
1779,"Tomáš Koubek",2,1,24,17,14,18,12,31,65,8,12,14,18,32,12,12,17,18,16,19
1780,"Lewis Dunk",3,2,62,58,71,73,74,80,72,23,78,27,66,65,42,37,12,23,28,24
1781,"Luca Caldirola",3,2,69,59,75,71,74,69,73,40,75,62,72,67,63,28,47,51,51,41
1782,"Erik Sviatchenko",4,2,64,43,74,74,75,77,71,64,72,42,65,68,69,39,57,42,34,36
1783,"Renato Neto",3,2,74,69,65,68,74,82,73,72,72,69,76,78,83,54,73,63,67,61
1784,"Matz Sels",3,1,33,19,20,14,13,24,72,18,13,16,32,30,38,16,18,17,17,19
1785,"Matthew Lowton",3,2,72,69,70,74,74,74,76,60,74,75,71,61,72,49,68,62,40,75
1786,"Oriol Romeu",3,2,71,55,73,68,77,83,66,50,76,37,78,71,60,25,43,49,53,22
1787,"Roberto Inglese",3,3,76,66,13,12,13,40,70,78,19,39,65,35,78,78,68,68,36,70
1788,"Luna",3,2,75,68,67,80,77,82,67,61,68,73,75,63,78,59,55,58,45,56
1789,"Lacina Traoré",3,3,67,71,18,16,35,55,73,80,41,35,61,34,74,75,69,40,36,69
1790,"Danilo DAmbrosio",3,2,70,70,76,76,77,72,72,62,74,75,66,62,73,48,58,70,62,54
1791,"Nicolas Isimat-Mirin",3,2,53,36,78,72,79,82,69,19,68,47,67,65,52,20,36,30,34,14
1792,"Saphir Taïder",3,3,76,74,64,76,72,82,74,68,72,66,78,74,78,60,74,70,66,68
1793,"Nathan Redmond",3,4,77,79,18,30,26,38,63,71,22,71,69,63,71,67,71,69,65,55
1794,"Kara Mbodj",3,2,67,61,72,71,74,78,71,47,68,49,58,61,78,45,58,45,55,63
1795,"Cristian Gamboa",3,2,72,69,72,69,71,74,78,65,71,69,68,66,76,32,48,67,54,62
1796,"Pierre-Michel Lasogga",3,2,72,68,29,30,40,84,74,74,29,45,65,33,87,75,73,65,68,76
1797,"Róbert Mak",4,4,76,79,27,26,30,55,70,73,52,71,69,64,75,72,68,72,59,69
1798,"Sérgio Oliveira",3,4,79,78,42,44,57,51,73,72,57,76,78,75,86,66,83,75,81,72
1799,"Ximo Navarro",3,2,66,63,73,78,76,80,70,61,71,69,73,61,64,36,55,61,42,25
1800,"Juanmi",3,3,74,78,25,25,28,55,81,83,23,64,72,52,68,71,67,60,57,65
1801,"Arribas",2,2,68,48,74,73,75,81,70,26,77,57,70,58,45,44,15,40,32,14
1802,"Ivo Pinto",3,2,68,68,73,74,76,69,74,62,71,74,66,61,61,38,49,56,55,44
1803,"Giulio Donati",3,2,69,62,75,78,80,90,74,49,75,67,70,71,67,40,53,55,46,32
1804,"Serdar Gürler",4,3,76,79,46,32,54,29,71,74,35,70,68,62,72,72,60,70,60,49
1805,"José Pedro Fuenzalida",4,3,78,79,66,65,66,62,76,71,68,78,72,68,69,61,62,65,59,57
1806,"Bill Hamid",2,1,20,11,10,12,18,41,78,15,22,15,35,26,18,12,20,15,12,14
1807,"Gonzalo Jara",4,2,69,63,74,73,72,90,70,51,74,59,71,77,58,45,46,28,47,28
1808,"Ishak Belfodil",2,3,78,77,15,15,39,74,70,75,29,65,72,61,77,74,67,74,68,68
1809,"Yuto Nagatomo",5,2,70,69,73,77,76,72,70,67,72,75,67,64,71,46,53,68,52,62
1810,"Andy Delort",3,3,75,73,20,24,20,68,69,73,23,67,68,52,83,76,75,37,75,73
1811,"Filip Ðuricic",4,4,81,81,24,43,35,45,73,67,38,66,75,68,67,64,63,76,69,69
1812,"Fábio Espinho",3,2,75,74,31,38,48,68,77,67,54,70,76,76,80,67,73,69,71,62
1813,"Steven Caulker",2,2,66,56,74,76,76,67,72,25,75,45,66,65,42,32,23,59,25,17
1814,"Rémy Cabella",4,4,75,78,47,32,34,47,72,67,56,73,75,73,74,70,73,75,78,70
1815,"Nick Viergever",2,2,64,60,75,78,76,81,73,57,74,66,67,69,64,43,48,45,36,41
1816,"Philipp Bargfrede",3,2,73,68,75,73,75,84,73,63,77,62,75,72,77,45,64,60,61,60
1817,"Marco Rojas",4,4,80,81,14,20,19,44,56,66,35,66,68,64,72,71,68,76,64,69
1818,"Marvin Zeegelaar",3,3,75,74,71,75,75,71,72,74,72,75,67,59,76,62,64,68,52,58
1819,"Steve Cook",3,2,68,54,74,73,79,74,69,12,72,40,68,60,47,24,16,22,22,31
1820,"Carlos Eduardo",4,4,75,72,45,46,51,63,77,80,60,71,73,75,75,75,72,76,77,74
1821,"Miguel Rosa",3,3,80,78,30,34,41,71,75,68,48,78,76,74,80,71,79,79,72,66
1822,"Artur Ionita",3,3,77,74,68,70,72,70,72,70,74,68,77,74,78,64,74,69,65,60
1823,"Emmanuel Badu",3,3,75,76,68,72,74,72,75,74,74,69,76,72,76,60,74,64,50,72
1824,"Juan Villar",4,3,73,77,28,27,22,69,73,75,35,70,68,58,73,74,63,81,73,62
1825,"Daniel Ginczek",2,2,72,71,29,19,45,80,71,76,29,31,62,37,83,76,65,40,58,73
1826,"Sergio Padt",3,1,33,19,10,14,13,26,74,10,13,18,32,40,39,16,19,18,19,13
1827,"Paul Lasne",3,3,76,73,73,72,73,72,75,72,76,75,76,75,79,73,77,71,63,73
1828,"José Cañas",3,2,68,48,68,71,79,84,75,57,80,53,74,72,54,35,58,47,56,27
1829,"Nosa",4,4,74,75,61,63,72,69,73,82,69,58,74,67,82,61,74,48,64,58
1830,"Maya Yoshida",4,2,63,57,76,76,79,66,73,42,69,23,63,52,50,34,41,38,33,56
1831,"Park Joo Ho",3,3,74,72,77,76,77,59,74,53,74,71,74,73,67,31,52,71,59,42
1832,"Yuya Osako",5,3,79,79,28,32,34,77,77,74,31,42,76,49,74,64,66,71,53,73
1833,"Atsuto Uchida",2,2,76,75,74,76,74,60,73,71,74,75,74,73,68,36,49,68,36,34
1834,"Takashi Usami",3,4,77,80,28,21,27,30,65,72,34,72,74,70,63,73,71,72,60,62
1835,"Ahmed Elmohamady",3,3,71,75,68,67,69,59,73,69,69,78,77,68,75,66,67,75,71,60
1836,"Ervin Zukanovic",3,2,63,50,76,74,77,70,73,38,73,66,66,66,85,25,69,76,79,27
1837,"Kévin Théophile-Catherine",3,2,72,69,75,74,75,78,72,37,73,72,74,69,60,46,57,66,51,37
1838,"Omar Elabdellaoui",3,3,74,74,72,73,72,70,71,75,69,75,72,68,73,42,66,72,60,55
1839,"Yasin Öztekin",4,3,75,78,33,42,40,72,74,74,37,71,75,70,75,71,72,73,62,65
1840,"Ryan Mason",3,3,74,71,69,69,73,79,73,74,68,70,82,75,72,64,71,70,66,64
1841,"Julian Schieber",2,2,70,65,22,19,26,80,72,75,21,60,67,51,85,75,69,58,58,70
1842,"Isaac Brizuela",3,4,75,79,23,35,34,63,69,70,30,68,72,65,72,72,69,73,57,61
1843,"Oier",2,2,76,64,70,72,74,85,76,69,78,64,73,65,64,61,62,61,45,44
1844,"Dani Castellano",3,2,73,75,68,75,73,67,72,63,68,77,74,62,60,46,53,67,47,45
1845,"Panagiotis Tachtsidis",2,2,77,64,58,76,76,75,73,57,69,64,80,77,77,45,73,66,55,60
1846,"Fernandão",3,3,73,65,15,23,28,78,75,78,30,27,64,49,85,76,62,51,47,77
1847,"Yannis Salibur",4,4,74,77,36,35,31,46,72,72,48,73,70,63,78,72,73,72,74,62
1848,"Yoric Ravet",3,2,69,70,36,35,33,35,76,70,40,75,73,72,82,69,76,74,58,59
1849,"Lombán",3,2,67,51,74,67,78,81,68,36,76,39,74,80,81,56,49,73,72,44
1850,"Fábio",4,3,72,72,70,74,74,76,72,63,73,71,71,70,72,45,58,57,60,59
1851,"Duje Cop",3,3,73,68,25,30,30,59,80,80,32,58,69,57,70,80,76,74,80,77
1852,"Olcay Sahan",4,3,76,75,52,46,63,77,75,77,58,66,74,67,74,72,70,75,65,76
1853,"Cristopher Toselli",3,1,33,16,19,14,19,45,68,20,30,20,41,32,30,23,25,18,19,24
1854,"João Aurélio",3,3,76,75,70,74,77,76,73,69,68,76,75,76,73,57,69,70,58,60
1855,"Caiuby",4,3,74,75,17,22,24,73,73,69,49,69,72,64,76,71,67,68,49,60
1856,"Serdar Aziz",3,2,62,54,72,71,73,82,72,24,79,46,65,63,42,26,31,36,36,45
1857,"Jake Livermore",2,2,75,72,70,66,72,83,74,61,76,65,78,75,72,64,69,69,58,59
1858,"Daniel Brosinski",4,3,71,73,72,71,71,71,74,67,65,76,70,66,62,54,60,75,70,59
1859,"Oussama Assaidi",4,5,78,86,30,25,39,43,68,64,30,70,69,61,75,66,77,75,64,66
1860,"Alberto Costa",2,3,79,70,63,66,71,72,74,68,71,70,78,79,80,59,76,74,78,65
1861,"Franck Tabanou",3,3,75,74,75,77,72,69,72,69,70,77,75,74,83,63,78,74,75,71
1862,"Douglão",3,2,42,38,77,68,78,75,65,32,76,47,72,70,66,23,36,36,27,26
1863,"Marco Sau",4,3,76,79,18,22,22,38,80,83,14,73,73,59,68,75,65,79,70,77
1864,"Abel Hernández",3,3,74,74,19,21,29,59,74,74,24,46,65,47,73,73,68,78,60,74
1865,"Carlos Carmona",3,2,74,68,69,74,76,80,74,68,78,70,76,75,76,46,68,68,68,62
1866,"Ronny Rodelin",3,3,77,75,33,19,30,42,73,76,54,75,72,70,72,76,71,69,65,70
1867,"Mubarak Wakaso",2,2,73,73,52,69,72,82,74,69,69,74,74,69,85,55,68,66,57,77
1868,"Floyd Ayité",4,4,77,78,19,20,26,48,70,76,22,73,71,63,73,73,68,69,70,67
1869,"Leon Balogun",3,2,62,60,70,76,75,75,68,49,75,69,69,64,70,30,60,59,38,32
1870,"Matt Phillips",4,3,74,76,29,35,40,55,66,67,28,77,66,65,80,68,74,65,48,45
1871,"Jefferson",2,2,73,75,71,75,76,77,74,72,71,77,72,73,85,61,83,81,77,71
1872,"Matías Suárez",4,4,76,74,14,24,29,33,76,77,18,72,74,68,73,71,74,74,70,75
1873,"Clément Grenier",4,4,79,77,49,51,58,63,74,66,59,74,79,80,82,62,79,76,80,72
1874,"Soslan Dzhanaev",2,1,21,12,19,11,13,29,69,14,21,19,27,22,18,13,19,16,14,19
1875,"Rafael Tolói",2,2,62,52,76,77,78,78,69,30,76,32,60,65,75,28,62,41,70,27
1876,"Dmitriy Kombarov",2,3,78,74,64,63,69,77,78,69,74,80,76,77,69,68,76,73,78,53
1877,"Jesús Dueñas",4,3,70,71,69,70,72,80,71,70,74,69,79,72,74,57,70,74,63,67
1878,"Matias Pérez García",3,3,79,77,13,24,19,69,74,67,43,73,73,75,73,59,68,79,80,55
1879,"Kyle Naughton",3,3,68,64,71,79,78,68,70,54,73,71,73,66,68,45,52,43,28,52
1880,"Filip Ðordevic",2,2,72,68,35,32,36,74,74,77,48,48,66,55,80,76,62,59,55,74
1881,"Jan-Arie van der Heijden",3,3,74,69,79,75,76,63,73,65,70,61,79,78,75,41,74,80,74,42
1882,"Joel Ward",3,2,67,64,77,77,78,74,73,64,77,73,70,69,68,46,63,43,34,33
1883,"Theodor Gebre Selassie",3,3,76,76,70,73,74,68,71,64,72,74,74,68,60,50,39,52,58,49
1884,"Patrick van Aanholt",2,3,71,74,67,75,76,73,76,74,67,62,73,74,70,61,64,38,61,53
1885,"James Chester",3,2,63,60,76,76,77,72,67,44,72,54,69,61,36,33,31,47,44,27
1886,"Geoffrey Bia",4,4,72,77,13,19,22,23,73,74,21,76,72,71,81,75,78,70,72,77
1887,"Martin Olsson",2,3,70,72,74,73,76,74,73,69,69,69,69,66,75,55,64,64,53,65
1888,"Harry Arter",5,3,73,72,56,58,70,84,71,68,71,62,80,75,76,70,75,64,70,63
1889,"Younousse Sankharé",3,3,75,72,68,69,77,84,73,66,77,67,76,74,76,62,67,60,50,68
1890,"Jérémy Pied",3,3,75,75,71,70,72,77,68,70,73,78,77,75,83,68,74,75,73,69
1891,"Mathieu Dossevi",4,3,77,79,36,25,30,45,71,70,39,74,71,67,72,64,71,66,73,62
1892,"Yohan Mollo",4,4,78,84,29,27,26,72,70,69,33,77,73,64,81,63,73,77,75,67
1893,"Andreas Bjelland",4,2,67,56,76,72,76,70,71,58,72,51,63,78,57,35,53,63,43,45
1894,"Bakary Koné",2,2,55,41,69,86,77,77,60,41,74,33,61,62,65,31,37,46,37,35
1895,"Rui Fonte",3,3,76,74,28,28,33,60,78,75,32,58,61,48,74,75,66,76,63,72
1896,"Mathias Jørgensen",3,2,65,48,70,71,76,84,66,46,70,47,73,69,61,34,30,30,26,40
1897,"Jack Rodwell",4,3,75,72,72,66,73,73,74,70,75,68,75,72,77,69,75,66,47,66
1898,"Fabien Lemoine",3,2,75,69,75,70,75,88,75,64,76,72,76,72,77,58,75,60,55,67
1899,"Víctor Cáceres",3,3,71,67,78,72,76,88,69,69,80,67,70,66,74,62,74,62,59,73
1900,"Andrea Ranocchia",3,2,66,58,76,76,80,63,60,24,79,45,65,65,59,22,31,30,34,24
1901,"Julian Palmieri",3,3,75,75,76,77,70,85,74,70,67,77,75,72,69,62,58,72,63,52
1902,"Titi",2,2,68,46,74,79,80,80,57,42,79,40,42,37,52,27,22,49,45,33
1903,"Mile Jedinák",3,2,69,55,76,70,79,86,74,52,80,59,69,66,81,59,74,59,75,63
1904,"Nuno Pinto",3,2,71,72,71,73,75,69,79,66,73,76,73,68,67,49,59,73,74,44
1905,"Óscar Cardozo",3,2,74,70,17,20,28,72,75,84,12,62,68,66,88,75,81,77,76,82
1906,"Vito Mannone",3,1,24,15,19,20,11,29,76,12,16,11,39,33,32,16,12,12,15,15
1907,"Miguel Torres",4,2,74,57,78,80,81,75,73,44,79,70,69,59,56,22,47,56,58,30
1908,"Ugur Demirok",3,2,66,59,76,76,79,65,72,40,75,40,64,60,55,42,30,32,22,29
1909,"Federico Peluso",3,2,60,59,79,81,81,62,74,50,82,71,62,62,70,41,57,69,47,31
1910,"Alessio Cerci",3,4,80,79,24,24,31,62,65,71,41,77,75,67,72,68,77,79,74,71
1911,"Romain Danzé",3,2,70,69,79,78,79,75,74,59,78,72,75,73,69,52,71,61,55,58
1912,"Thomas Mangani",2,2,75,68,66,70,74,72,72,65,72,68,77,77,77,69,72,72,76,65
1913,"Andrea Costa",3,2,62,58,78,76,80,72,70,35,78,48,58,56,62,27,37,59,27,22
1914,"Abel Aguilar",3,3,70,65,67,61,81,86,73,68,80,57,75,69,71,59,60,61,62,51
1915,"Clément Chantôme",3,2,75,71,70,71,73,80,74,74,73,72,79,75,73,63,66,70,72,59
1916,"Artur Jedrzejczyk",3,2,70,63,76,76,75,83,65,53,73,70,69,67,71,48,39,47,34,52
1917,"Shkëlzen Gashi",3,3,75,70,53,45,55,84,76,82,53,68,74,71,82,70,77,79,77,80
1918,"Mossoró",3,4,76,77,29,47,42,87,72,72,42,71,76,70,75,70,75,77,69,72
1919,"Christian Marrugo",4,3,75,72,51,49,51,57,76,75,54,73,78,76,70,66,68,58,57,70
1920,"Mevlüt Erdinç",3,3,73,71,33,40,42,66,73,76,42,69,72,64,73,76,68,69,73,72
1921,"Przemyslaw Tyton",2,1,20,15,14,14,17,32,78,13,22,10,32,32,22,14,14,13,12,13
1922,"Kei Kamara",3,3,69,71,29,18,13,75,75,77,30,64,66,51,75,75,64,60,42,68
1923,"Niko Bungert",2,2,55,44,78,77,80,60,78,35,76,42,68,60,59,35,33,30,48,36
1924,"Birkir Bjarnason",4,3,76,68,38,48,64,71,71,79,65,71,74,71,69,76,70,55,34,63
1925,"Neil Taylor",3,2,74,68,75,82,79,66,64,60,78,68,72,70,46,30,47,69,34,35
1926,"Benny Feilhaber",4,3,79,72,60,63,68,72,77,68,58,69,76,73,76,64,70,76,80,74
1927,"Niklas Moisander",5,2,75,68,75,74,75,75,75,60,71,53,76,72,68,37,56,56,44,40
1928,"Andrew Surman",4,3,74,72,62,62,68,68,69,65,65,68,82,76,67,63,65,61,68,55
1929,"Manu García",3,2,67,59,62,72,78,91,74,58,79,65,75,69,74,60,46,52,54,42
1930,"Carlos Martínez",2,2,73,64,72,80,76,46,69,53,78,83,69,71,57,45,61,72,47,41
1931,"Gabriel Peñalba",3,3,77,77,66,60,72,76,70,66,72,67,74,75,73,64,71,70,64,61
1932,"Álvaro Pereira",3,3,73,69,74,73,72,88,75,64,76,74,69,66,80,55,69,67,68,59
1933,"Hugo Ayala",2,2,67,51,76,78,78,64,77,44,76,61,66,62,65,52,57,46,41,46
1934,"Nicolás Spolli",3,2,49,45,79,74,78,73,60,20,79,25,45,45,72,36,22,19,18,35
1935,"Marvin Compper",3,2,63,51,77,76,74,66,72,44,79,49,68,63,44,35,32,25,32,26
1936,"Wayne Hennessey",3,1,12,8,15,13,18,21,61,14,22,11,12,13,34,12,10,12,11,10
1937,"Liam Bridcutt",3,3,74,70,70,74,77,71,74,48,72,65,75,70,62,45,36,36,66,49
1938,"Darren Randolph",3,1,33,14,13,14,14,29,66,11,18,11,33,34,36,14,14,15,14,16
1939,"Danny Simpson",3,2,67,64,75,76,77,79,75,58,77,68,64,58,37,27,54,44,32,50
1940,"Omar Ramos",3,4,77,81,27,35,32,58,65,69,30,78,74,67,62,63,70,84,61,54
1941,"Jérémy Sorbon",3,2,64,30,79,72,80,75,71,42,77,60,66,56,43,25,30,40,34,25
1942,"Federico Higuaín",4,3,76,74,43,40,47,65,74,73,43,68,73,75,73,68,77,79,77,68
1943,"Juan Pablo Carrizo",3,1,24,13,14,11,12,25,71,15,20,12,33,32,23,10,11,11,13,11
1944,"Kirill Nababkin",4,2,66,58,74,76,75,78,64,58,72,68,72,69,53,61,57,52,46,32
1945,"Miroslav Radovic",3,4,73,81,27,39,50,66,81,76,39,64,75,57,61,72,55,71,59,58
1946,"Jaba Kankava",3,2,68,46,72,68,73,83,70,36,73,48,71,66,67,25,37,38,41,47
1947,"Alexandru Gatcan",3,3,68,67,73,75,78,85,71,64,74,65,75,69,62,29,63,52,55,63
1948,"Ilya Maksimov",4,2,78,74,51,47,54,59,73,74,58,64,77,71,70,71,74,44,66,43
1949,"Kwak Tae Hwi",4,2,59,56,72,70,75,80,74,35,78,57,60,55,68,55,41,65,62,53
1950,"Nicolas Maurice-Belay",3,3,75,75,46,27,52,57,72,74,56,76,75,70,73,65,67,63,57,65
1951,"Bruno Gama",4,3,75,80,35,38,46,58,73,74,42,83,74,79,65,66,75,83,76,66
1952,"Dennis Aogo",3,2,76,76,75,74,75,75,72,67,74,77,75,73,74,40,66,79,78,65
1953,"Bradley Wright-Phillips",4,3,70,67,19,15,24,65,82,82,42,54,63,45,75,81,67,61,50,67
1954,"Sebastian Larsson",3,2,77,74,64,60,61,82,76,70,59,90,76,74,81,72,79,86,84,74
1955,"Alessandro Diamanti",2,4,84,82,24,28,32,64,66,76,34,78,79,71,81,62,78,79,82,76
1956,"Geoffrey Jourdren",3,1,24,10,13,13,15,20,71,13,22,12,35,36,22,13,10,10,11,10
1957,"Daniel Congré",3,2,73,65,76,75,76,75,65,51,75,73,73,70,41,25,26,32,23,26
1958,"Steven Naismith",3,3,77,75,41,49,50,79,78,80,53,59,72,63,74,75,64,67,38,66
1959,"Marcos Angeleri",3,2,58,49,74,77,79,84,78,40,71,60,58,65,71,37,41,56,47,42
1960,"Oleg Ivanov",3,3,79,76,63,60,64,80,79,65,55,75,76,75,75,68,71,63,65,65
1961,"Fernando Amorebieta",3,2,57,45,73,81,74,88,68,29,72,54,60,52,68,39,42,42,35,54
1962,"Timofey Kalachev",3,3,76,75,43,50,58,76,66,71,65,78,76,76,70,71,73,78,77,55
1963,"Matías Silvestre",3,2,62,48,76,75,79,69,63,47,71,37,64,68,72,32,57,56,55,36
1964,"Jean Beausejour",2,3,75,74,71,75,74,79,70,75,67,79,69,66,67,67,63,77,70,52
1965,"Nana Asare",4,3,77,74,75,74,76,76,76,69,82,72,74,73,62,53,67,68,65,61
1966,"Marco Russ",2,2,58,39,76,75,77,78,72,34,70,43,69,67,67,42,50,44,45,25
1967,"Sejad Salihovic",2,3,75,74,60,67,68,81,75,74,66,83,77,78,85,70,84,89,87,71
1968,"Ryan Babel",3,4,78,82,33,21,28,58,71,71,34,69,71,60,85,66,79,70,47,67
1969,"Mathieu Flamini",3,2,72,61,73,72,76,83,74,69,77,63,74,71,78,58,65,65,56,73
1970,"Aiden McGeady",3,5,80,82,34,29,41,72,72,67,51,74,72,69,72,66,73,73,72,70
1971,"Juan Insaurralde",2,2,59,39,76,71,76,79,80,40,68,47,73,56,48,38,35,49,27,23
1972,"Renato Civelli",3,2,58,31,75,70,76,82,61,46,71,53,58,56,58,49,55,37,47,55
1973,"Ramazan Özcan",2,1,14,13,12,13,14,32,73,10,22,12,34,26,23,14,17,14,19,13
1974,"Rio Mavuba",3,2,73,65,76,74,75,76,73,49,77,66,76,73,68,42,61,58,62,38
1975,"Avraam Papadopoulos",3,2,59,56,71,75,73,79,73,37,76,53,70,68,63,45,60,52,61,46
