"id","name","penalty"
4750,"Jhonathan Muñoz",38
4751,"Ivo Rodrigues",70
4752,"Bruno Santos",40
4753,"Benjamin Pavard",48
4754,"Matías Escudero",38
4755,"Antonio Milic",43
4756,"Kieran Tierney",35
4757,"Fabián",70
4758,"Che Adams",49
4759,"Assane Gnoukouri",51
4760,"Steven Bergwijn",59
4761,"Olivier Boscagli",36
4762,"Daniele Verde",59
4763,"Washington",47
4764,"Oliver Burke",42
4765,"Carlos Embalo",58
4766,"Duje Caleta-Car",38
4767,"Jarlan Barrera",65
4768,"Ramahlwe Mphahlele",36
4769,"Alex Meret",21
4770,"Joe Gomez",26
4771,"Jean-Luc Dompé Diarra",57
4772,"André Moreira",24
4773,"Lewis Cook",45
4774,"Sasa Zdjelar",42
4775,"Dabney Dos Santos",59
4776,"Sofyan Amrabat",47
4777,"Marcos Riquelme",59
4778,"Alejandro Márquez",45
4779,"Sergio Herrera",32
4780,"Vítor Bruno",66
4781,"Julio Chiarini",22
4782,"João Afonso",46
4783,"Stephen Kingsley",46
4784,"Tom van Weert",72
4785,"Granell",72
4786,"Borja Lázaro",70
4787,"Rui Correia",44
4788,"Concha",72
4789,"Emil Berggreen",59
4790,"Aleksandar Pešic",67
4791,"Filipe Melo",49
4792,"Lucas Diarte",43
4793,"Carraça",58
4794,"Emanuel Aguilera",64
4795,"Ogulcan Çaglayan",62
4796,"Muammer Yildirim",22
4797,"Dorin Rotariu",52
4798,"Fernando Pellegrino",24
4799,"Selim Ay",53
4800,"Pablo Pérez",80
4801,"Benno Schmitz",32
4802,"Martin Ødegaard",59
4803,"Ezequiel Unsain",22
4804,"José Carlos",34
4805,"Barnes Osei",66
4806,"Vasil Bozhikov",35
4807,"Strahil Popov",30
4808,"Leonel Di Plácido",45
4809,"Patrick Roberts",62
4810,"Kasper Fisker",63
4811,"Paul Seguin",45
4812,"Gonzalo Díaz",64
4813,"Kim Do Hyeok",53
4814,"Ryan Hollingshead",49
4815,"Ernesto Hernández",35
4816,"Armando Vargas",57
4817,"Dieter Villalpando",64
4818,"Ante Puljic",37
4819,"Gerónimo Poblete",54
4820,"Tim Leibold",61
4821,"Cameron Brannagan",53
4822,"Ryan Thomas",60
4823,"Federico Mattiello",59
4824,"Kemar Lawrence",33
4825,"Dmytro Khomchenovskyi",59
4826,"Bersant Celina",69
4827,"Jorginho",59
4828,"Zhivko Milanov",54
4829,"Ismaïl Aissati",62
4830,"Gheorghe Grozav",60
4831,"Igor Bubnjic",41
4832,"Ante Rebic",63
4833,"Jimmy Medranda",42
4834,"Dimitri Cavaré",37
4835,"Baptiste Santamaria",44
4836,"Uroš Matic",51
4837,"Raffaele Di Gennaro",25
4838,"Saúl",43
4839,"Pedro Tiba",57
4840,"Raúl Osorio",38
4841,"César Pinares",63
4842,"Pozo",66
4843,"Olivier Ntcham",38
4844,"Kim Min Woo",53
4845,"Samir Saad",52
4846,"Aleksandar Bjelica",46
4847,"Jonathan Zacaría",59
4848,"Dakonam Djené",41
4849,"Javier Mendoza",57
4850,"Alexis Martín Arias",23
4851,"Martín Barragán",67
4852,"Shuichi Gonda",29
4853,"Shusaku Nishikawa",30
4854,"Sequeira",64
4855,"Darwin Cerén",64
4856,"Wilker Ángel",36
4857,"Aníbal Godoy",36
4858,"Václav Cerný",50
4859,"Yeltsin Tejeda",49
4860,"Godfrey Oboabona",26
4861,"Jean Zimmer",42
4862,"Alvas Powell",36
4863,"Luca Bittante",45
4864,"Roberto",68
4865,"Filip Raicevic",49
4866,"Néstor Moiraghi",60
4867,"Boli Bolingoli",68
4868,"Renaud Emond",70
4869,"Uroš Spajic",44
4870,"Edimilson Fernandes",55
4871,"Birama Ndoye",44
4872,"Bruno Pires",62
4873,"Ibrahima Seck",43
4874,"Guido Milan",40
4875,"Gabriel Graciani",37
4876,"César",40
4877,"Lucas Pittinari",53
4878,"Walter Benítez",25
4879,"Ezequiel Rescaldani",72
4880,"Facundo Castillón",67
4881,"Lautaro Giannetti",50
4882,"Leandro Desábato",34
4883,"Maximiliano Urruti",63
4884,"Nicolás Aguirre",71
4885,"Guillermo Cosaro",48
4886,"Fernando Meza",46
4887,"Gerard",50
4888,"Fernando Cordero",59
4889,"Farès Bahlouli",66
4890,"Leandro Benegas",69
4891,"Ángelo Sagal",66
4892,"Franz Schultz",32
4893,"Jorge Pereyra Díaz",57
4894,"Óscar Benítez",57
4895,"Ángel Zaldívar",73
4896,"Nicolás Berardo",48
4897,"Elkin Blanco",52
4898,"Sergio López",72
4899,"Paulo Díaz",47
4900,"Mauricio Cuero",54
4901,"Sebastián Ubilla",55
4902,"Jonathan Ávila",33
4903,"Luis Carlos Ruiz",71
4904,"Christian Vilches",32
4905,"Juan Delgado",51
4906,"Claudio Baeza",61
4907,"Rafael Caroca",57
4908,"Benjamín Vidal",41
4909,"Leonardo Pico",36
4910,"Elvis Perlaza",31
4911,"Stiven Barreiro",37
4912,"Mauricio Casierra",36
4913,"Éver Cantero",76
4914,"Camilo Saiz",32
4915,"Johan Mojica",67
4916,"Víctor Giraldo",70
4917,"Diego Peralta",57
4918,"Pylyp Budkivskyi",63
4919,"Simeon Slavchev",43
4920,"Cristián Suárez",14
4921,"Ronwen Williams",18
4922,"Isaiah Brown",56
4923,"Eduardo López",61
4924,"Luis Ojeda",32
4925,"Steeven Willems",49
4926,"Mu Kanazaki",47
4927,"Kekuta Manneh",59
4928,"Vinícius Araújo",70
4929,"Sebastián Palacios",53
4930,"Wil Trapp",46
4931,"Andrés Rentería",56
4932,"Jonas Meffert",51
4933,"Issiaga Sylla",47
4934,"Brandon Thomas",69
4935,"Sebastian Kerk",66
4936,"Jamie Maclaren",67
4937,"Alexander Djiku",43
4938,"Sebastián Rincón",65
4939,"Nikola Ninkovic",68
4940,"Michael Heylen",42
4941,"Mustafa Al Bassas",58
4942,"Tobias Schröck",47
4943,"Quirin Moll",48
4944,"Kevin Akpoguma",48
4945,"Neal Maupay",67
4946,"Robert Leipertz",59
4947,"Pierluigi Gollini",21
4948,"Reece James",52
4949,"John Swift",50
4950,"Luiz Phellype",73
4951,"Rudy Cardozo",64
4952,"Mauro Goicoechea",22
4953,"Moryke Fofana",56
4954,"Lisandro Magallán",44
4955,"Corentin Jean",64
4956,"Arnór Ingvi Traustason",57
4957,"Opa NGuette",73
4958,"Kenan Kodro",60
4959,"Giorgos Koutroubis",34
4960,"Pablo Valcarce",54
4961,"Federico Ceccherini",13
4962,"Julián Velázquez",48
4963,"Leonardo Capezzi",66
4964,"Fran Sol",62
4965,"Alberto Brignoli",22
4966,"Ibrahima Mbaye",49
4967,"Thomas Pledl",60
4968,"Jairo Palomino",62
4969,"Tomasz Kedziora",38
4970,"Gergo Lovrencsics",70
4971,"Johannes Wurtz",67
4972,"Waleed Bakhashwain",34
4973,"Yroundu Musavu-King",36
4974,"Julian Jeanvier",42
4975,"Ayanda Gcaba",36
4976,"Andrés Cadavid",41
4977,"Barrie McKay",59
4978,"Stefano Magnasco",55
4979,"Mattheus Oliveira",67
4980,"Bruninho",69
4981,"Rodéric Filippi",39
4982,"Bart van Hintum",66
4983,"Bram van Polen",64
4984,"Nicolas Saint-Ruf",35
4985,"Simon Hedlund",43
4986,"Abdulmajeed Al Ruwaili",70
4987,"Joel Silva",24
4988,"Mandé Sayouba",15
4989,"Ahmad Hassan Assiri",47
4990,"Hussain Omar Sulaimani",60
4991,"Mickey van der Hart",27
4992,"Cosmin Matei",69
4993,"Enrico Valentini",61
4994,"Rubén Sobrino",66
4995,"Axel Ngando",63
4996,"Rafidine Abdullah",53
4997,"Pierre-Yves Polomat",47
4998,"Thomas Eisfeld",55
4999,"Abel Camará",69
5000,"Brian Behrendt",54
